brand,gsmarena_url,name,Body | Dimensions,Body | Weight,Body | Build,Body | SIM,Body | ,Display | Type,Display | Size,Display | Resolution,Platform | OS,Platform | Chipset,Platform | CPU,Platform | GPU,Memory | Card slot,Memory | Internal,Memory | ,Main Camera | Dual,Main Camera | Features,Main Camera | Video,Selfie camera | Single,Selfie camera | Video,Battery | Type,Battery | Charging,Main Camera | Single,Selfie camera | Features,Display | Protection,Main Camera | Triple,Display | ,Main Camera | Quad,Selfie camera | Dual
vivo,https://www.gsmarena.com/vivo_y27s-12687.php,vivo Y27s,164.1 x 76.2 x 8.2 mm (6.46 x 3.00 x 0.32 in),192 g (6.77 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,IP54 dust protected and water resistant (water splashes),"IPS LCD, 90Hz, 650 nits (peak)","6.64 inches, 106.8 cm 2 (~85.4% screen-to-body ratio)",1080 x 2388 pixels (~395 ppi density),"Android 13, Funtouch 13",Qualcomm SM6225 Snapdragon 680 4G (6 nm),Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),Adreno 610,microSDXC (dedicated slot),"128GB 8GB RAM, 256GB 8GB RAM",UFS 2.2,"50 MP, f/1.8, (wide), PDAF Auxiliary lens","Dual-LED dual-tone flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",1080p@30fps,Li-Ion 5000 mAh,44W wired,,,,,,,
vivo,https://www.gsmarena.com/vivo_y100_(china)-12635.php,vivo Y100 (China),164.4 x 74.9 x 7.6 mm (6.47 x 2.95 x 0.30 in),172 g or 183 g (6.07 oz),,Nano-SIM + Nano-SIM,IP54 dust protected and water resistant (water splashes),"AMOLED, 120Hz, 1300 nits (peak)","6.78 inches, 111.0 cm 2 (~90.1% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~388 ppi density)","Android 13, OriginOS 3",Qualcomm SM6375 Snapdragon 695 5G (6 nm),Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver),Adreno 619,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",UFS 2.2,"64 MP, f/1.8, (wide), PDAF, OIS Auxiliary lens","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",1080p@30fps,5000 mAh,44W wired Reverse wired,,,,,,,
vivo,https://www.gsmarena.com/vivo_t2-12639.php,vivo T2,162.5 x 75.8 x 7.7 mm (6.40 x 2.98 x 0.30 in),186 g (6.56 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,"AMOLED, 120Hz","6.62 inches, 105.8 cm 2 (~85.9% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~398 ppi density)","Android 13, Funtouch 13",Mediatek Helio G99 (6 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (uses shared SIM slot),256GB 8GB RAM,,,"Ring-LED flash, panorama, HDR","4K@30/60fps, 1080p@30fps, gyro-EIS","32 MP, f/2.0, (wide)",1080p@30fps,4600 mAh,"66W wired, 50% in 19 min",,HDR,Schott Xensation Up,"64 MP, f/1.8, (wide), PDAF, OIS 2 MP (macro) Auxiliary lens",,,
vivo,https://www.gsmarena.com/vivo_v29e-12633.php,vivo V29e,162.4 x 74.9 x 7.7 mm (6.39 x 2.95 x 0.30 in),190 g (6.70 oz),"Glass front, plastic frame, glass back",Nano-SIM + Nano-SIM,IP54 dust protected and water resistant (water splashes),"AMOLED, 120Hz, 1150 nits (peak)","6.67 inches, 107.4 cm 2 (~88.3% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)","Android 13, Funtouch 13",Qualcomm SM6375 Snapdragon 695 5G (6 nm),Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.8 GHz Kryo 660 Silver),Adreno 619,No,"256GB 8GB RAM, 256GB 12GB RAM",UFS 2.2,"64 MP, f/1.8, (wide), PDAF, OIS 8 MP, f/2.2, (ultrawide)","Ring-LED flash, panorama, HDR",1080p@30fps,"50 MP, f/2.0, 22mm (wide), AF",1080p@30fps,Li-Ion 4800 mAh,44W wired,,,,,,,
vivo,https://www.gsmarena.com/vivo_y200_(india)-12632.php,vivo Y200 (India),162.4 x 74.9 x 7.7 mm (6.39 x 2.95 x 0.30 in),190 g (6.70 oz),"Glass front, plastic frame, glass back",Nano-SIM + Nano-SIM,IP54 dust protected and water resistant (water splashes),"AMOLED, 120Hz, 800 nits (peak)","6.67 inches, 107.4 cm 2 (~88.3% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)","Android 13, Funtouch 13",Qualcomm SM4375 Snapdragon 4 Gen 1 (6 nm),Octa-core (2x2.0 GHz Cortex-A78 & 6x1.8 GHz Cortex-A55),Adreno 619,No,"128GB 8GB RAM, 256GB 8GB RAM",UFS 2.2,"64 MP, f/1.8, (wide), PDAF, OIS Auxiliary lens","Ring-LED flash, panorama, HDR",1080p@30fps,"16 MP, f/2.0, (wide)",1080p@30fps,Li-Ion 4800 mAh,"44W wired, 50% in 28 min Reverse wired",,,,,,,
vivo,https://www.gsmarena.com/vivo_y78t-12631.php,vivo Y78t,164.6 x 75.8 x 9.1 mm (6.48 x 2.98 x 0.36 in),199.6 g (7.05 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,"IPS LCD, 120Hz","6.64 inches, 106.8 cm 2 (~85.6% screen-to-body ratio)",1080 x 2388 pixels (~395 ppi density),"Android 13, OriginOS 3",Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm),Octa-core (4x2.2 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55),Adreno 710,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",UFS 2.2,"50 MP, f/1.8, (wide), PDAF Auxiliary lens","Dual-LED dual-tone flash, HDR, panorama",4K@30fps,"8 MP, f/2.0, (wide)",1080p@30fps,6000 mAh,44W wired,,,,,,,
vivo,https://www.gsmarena.com/vivo_v29_pro-12608.php,vivo V29 Pro,164.2 x 74.4 x 7.5 mm (6.46 x 2.93 x 0.30 in),188 g (6.63 oz),"Glass front, glass back, plastic frame",Nano-SIM + Nano-SIM,,"AMOLED, 120Hz","6.78 inches, 111.0 cm 2 (~90.8% screen-to-body ratio)","1260 x 2800 pixels, 20:9 ratio (~453 ppi density)","Android 13, up to 3 major Android upgrades, Funtouch 13",Mediatek Dimensity 8200 (4 nm),Octa-core (1x3.1 GHz Cortex-A78 & 3x3.0 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G610 MC6,No,"256GB 8GB RAM, 256GB 12GB RAM",,"50 MP, f/1.9, (wide), 1/1.56"", 1.0µm, PDAF, OIS 12 MP, f/2.0, (telephoto), 1/2.93"", 1.22µm, PDAF, 2x optical zoom 8 MP, f/2.2, (ultrawide), 1/4.0"", 1.12µm","Ring-LED flash, panorama, HDR","4K@30fps, 1080p@30fps","50 MP, f/2.0, 22mm (wide), 1/2.76"", 0.64µm, AF",1080p@30fps,4600 mAh,"80W wired, 50% in 18 min",,,,,,,
vivo,https://www.gsmarena.com/vivo_iqoo_z8x-12610.php,vivo iQOO Z8x,164.6 x 75.8 x 9.1 mm (6.48 x 2.98 x 0.36 in),199.6 g (7.05 oz),,Nano-SIM + Nano-SIM,,"IPS LCD, 120Hz","6.64 inches, 106.8 cm 2 (~85.6% screen-to-body ratio)",1080 x 2388 pixels (~395 ppi density),"Android 13, OriginOS 3",Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm),Octa-core (4x2.2 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55),Adreno 710,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",UFS 2.2,"50 MP, f/1.8, (wide), PDAF Auxiliary lens","Dual-LED dual-tone flash, HDR, panorama",4K@30fps,"8 MP, f/2.0, (wide)",1080p@30fps,6000 mAh,44W wired,,,,,,,
vivo,https://www.gsmarena.com/vivo_iqoo_z8_(china)-12513.php,vivo iQOO Z8 (China),164.6 x 75.8 x 8.8 mm (6.48 x 2.98 x 0.35 in),200 g (7.05 oz),,Nano-SIM + Nano-SIM,,"IPS LCD, 120Hz","6.64 inches, 106.8 cm 2 (~85.6% screen-to-body ratio)",1080 x 2388 pixels (~395 ppi density),"Android 13, OriginOS 3",Mediatek Dimensity 8200 (4 nm),Octa-core (1x3.1 GHz Cortex-A78 & 3x3.0 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G610 MC6,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",UFS 3.1,"64 MP, f/1.8, (wide), 1/2.0"", 0.7µm, PDAF, OIS Auxiliary lens","Dual-LED dual-tone flash, HDR, panorama","4K@30fps, 1080p@30fps","16 MP, f/2.5, (wide)",1080p@30fps,5000 mAh,120W wired,,,,,,,
vivo,https://www.gsmarena.com/vivo_t2_pro-12566.php,vivo T2 Pro,164.1 x 74.8 x 7.4 mm (6.46 x 2.94 x 0.29 in),175 g (6.17 oz),"Glass front, plastic frame, glass back",Nano-SIM + Nano-SIM,Splash resistant,"AMOLED, 1B colors, 120Hz, HDR10+, 1300 nits (peak)","6.78 inches, 111.0 cm 2 (~90.4% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~388 ppi density)","Android 13, Funtouch 13",Mediatek Dimensity 7200 (4 nm),Octa-core (2x2.8 GHz Cortex-A715 & 6x2.0 Cortex-A510),Mali-G610 MC4,No,"128GB 8GB RAM, 256GB 8GB RAM",UFS 2.2,"64 MP, f/1.8, 26mm (wide), PDAF, OIS Auxiliary lens","Ring-LED flash, panorama, HDR","4K@30fps, 1080p@30fps, gyro-EIS","16 MP, f/2.5, (wide)",1080p@30fps,Li-Ion 4600 mAh,"66W wired, 50% in 22 min",,,,,,,
vivo,https://www.gsmarena.com/vivo_y17s-12568.php,vivo Y17s,163.7 x 75.4 x 8.1 mm (6.44 x 2.97 x 0.32 in),186 g (6.56 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,IP54 dust protected and water resistant (water splashes),"IPS LCD, 700 nits (peak)","6.56 inches, 103.4 cm 2 (~83.8% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~269 ppi density)","Android 13, Funtouch 13",Mediatek MT6769 Helio G85 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM",eMMC 5.1,"50 MP, f/1.8, (wide), PDAF Auxiliary lens","LED flash, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",1080p@30fps,5000 mAh,15W wired Reverse wired,,,,,,,
vivo,https://www.gsmarena.com/vivo_iqoo_z7_pro-12484.php,vivo iQOO Z7 Pro,164.1 x 74.8 x 7.4 mm (6.46 x 2.94 x 0.29 in),175 g (6.17 oz),"Glass front, plastic frame, glass back",Nano-SIM + Nano-SIM,,"AMOLED, 1B colors, 120Hz, HDR10+, 1300 nits (peak)","6.78 inches, 111.0 cm 2 (~90.4% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~388 ppi density)","Android 13, planned upgrade to Android 14, Funtouch 14",Mediatek Dimensity 7200 (4 nm),Octa-core (2x2.8 GHz Cortex-A715 & 6x Cortex-A510),Mali-G610 MC4,No,"128GB 8GB RAM, 256GB 8GB RAM",,"64 MP, f/1.8, 26mm (wide), PDAF, OIS Auxiliary lens","Ring-LED flash, panorama, HDR","4K@30fps, 1080p@30fps, gyro-EIS","16 MP, f/2.5, (wide)",1080p@30fps,4600 mAh,"66W wired, 50% in 22 min",,,Asahi Glass,,,,
vivo,https://www.gsmarena.com/vivo_v29e_(india)-12483.php,vivo V29e (India),164.4 x 74.9 x 7.6 mm (6.47 x 2.95 x 0.30 in),181 g (6.38 oz),"Glass front, plastic frame, glass back",Nano-SIM + Nano-SIM,,"AMOLED, 1B colors, 120Hz, HDR10+, 1300 nits (peak)","6.78 inches, 111.0 cm 2 (~90.1% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~388 ppi density)","Android 13, Funtouch 13",Qualcomm SM6375 Snapdragon 695 5G (6 nm),Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver),Adreno 619,microSDXC (uses shared SIM slot),"128GB 8GB RAM, 256GB 8GB RAM",UFS,"64 MP, f/1.9, (wide), PDAF, OIS 8 MP, f/2.2, (ultrawide), 1/4.0"", 1.12µm","LED flash, panorama, HDR",1080p@30fps,"50 MP, f/2.45, 22mm (wide), AF",1080p@30fps,5000 mAh,44W wired,,HDR,,,,,
vivo,https://www.gsmarena.com/vivo_pad_air-12462.php,vivo Pad Air,259.7 x 176 x 6.7 mm (10.22 x 6.93 x 0.26 in),530 g (1.17 lb),"Glass front, aluminum back, aluminum frame",No,Stylus support,"IPS LCD, 1B colors, 144Hz, HDR10, 500 nits","11.5 inches, 391.6 cm 2 (~85.7% screen-to-body ratio)","1840 x 2800 pixels, 3:2 ratio (~291 ppi density)","Android 13, OriginOS 3",Qualcomm SM8250-AC Snapdragon 870 5G (7 nm),Octa-core (1x3.2 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.80 GHz Kryo 585),Adreno 650,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",UFS 3.1,,LED flash,1080p@30fps,5 MP,1080p@30fps,8500 mAh,"44W wired, PD 5W reverse wired",8 MP,,,,,,
vivo,https://www.gsmarena.com/vivo_y77t-12482.php,vivo Y77t,164.1 x 76.2 x 8 mm (6.46 x 3.00 x 0.31 in),190 g (6.70 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,"IPS LCD, 120Hz, HDR10","6.64 inches, 106.8 cm 2 (~85.4% screen-to-body ratio)",1080 x 2388 pixels (~395 ppi density),"Android 13, OriginOS 3",Mediatek Dimensity 7020 (6 nm),Octa-core (2x2.2 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),IMG BXM-8-256,No,"256GB 8GB RAM, 256GB 12GB RAM",UFS 2.2,"50 MP, f/1.8, (wide), PDAF Auxiliary lens","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",1080p@30fps,5000 mAh,44W wired,,,,,,,
vivo,https://www.gsmarena.com/vivo_v29-12461.php,vivo V29,164.2 x 74.4 x 7.5 mm (6.46 x 2.93 x 0.30 in),186 g (6.56 oz),"Glass front, glass back, plastic frame",· Nano-SIM + eSIM · Nano-SIM + Nano-SIM,IP68 dust tight and water resistant (immersible up to 1.5m for 30 min),"AMOLED, 1B colors, 120Hz, HDR10+","6.78 inches, 111.0 cm 2 (~90.8% screen-to-body ratio)","1260 x 2800 pixels, 20:9 ratio (~453 ppi density)","Android 13, up to 3 major Android upgrades, Funtouch 13",Qualcomm SM7325 Snapdragon 778G 5G (6 nm),Octa-core (1x2.4 GHz Cortex-A78 & 3x2.2 GHz Cortex-A78 & 4x1.9 GHz Cortex-A55),Adreno 642L,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",UFS 2.2,,"Ring-LED flash, panorama, HDR","4K@30fps, 1080p@30fps","50 MP, f/2.0, 22mm (wide), 1/2.76"", 0.64µm, AF",1080p@30fps,4600 mAh,"80W wired, 50% in 17 min",,HDR,,"50 MP, f/1.9, (wide), 1/1.56"", 1.0µm, PDAF, OIS 8 MP, f/2.2, (ultrawide), 1/4.0"", 1.12µm Auxiliary lens",,,
vivo,https://www.gsmarena.com/vivo_y27_5g-12624.php,vivo Y27 5G,164.1 x 76.2 x 8.1 mm (6.46 x 3.00 x 0.32 in),190 g (6.70 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,"IPS LCD, 600 nits (peak)","6.64 inches, 106.8 cm 2 (~85.4% screen-to-body ratio)",1080 x 2388 pixels (~395 ppi density),"Android 13, Funtouch 13",Mediatek Dimensity 6020 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,No,"128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",,"50 MP, f/1.8, (wide), PDAF Auxiliary lens","LED flash, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",1080p@30fps,5000 mAh,15W wired Reverse wired,,,,,,,
vivo,https://www.gsmarena.com/vivo_y27-12430.php,vivo Y27,164.1 x 76.2 x 8.1 mm (6.46 x 3.00 x 0.32 in),190 g (6.70 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,"IPS LCD, 600 nits (peak)","6.64 inches, 106.8 cm 2 (~85.4% screen-to-body ratio)",1080 x 2388 pixels (~395 ppi density),"Android 13, Funtouch 13",Mediatek MT6769 Helio G85 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,No,"128GB 6GB RAM, 128GB 8GB RAM",,"50 MP, f/1.8, (wide), PDAF Auxiliary lens","LED flash, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",1080p@30fps,5000 mAh,"44W wired, 29% in 15 min Reverse wired",,,,,,,
vivo,https://www.gsmarena.com/vivo_y02t-12429.php,vivo Y02t,164 x 75.6 x 8.5 mm (6.46 x 2.98 x 0.33 in),186 g (6.56 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,,IPS LCD,"6.51 inches, 102.3 cm 2 (~82.5% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Android 13, Funtouch 13",Mediatek MT6765 Helio P35 (12 nm),Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),PowerVR GE8320,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM",eMMC 5.1,,LED flash,1080p@30fps,"5 MP, f/2.2",Yes,5000 mAh,10W wired 5W reverse wired,"8 MP, f/2.0",,,,,,
vivo,https://www.gsmarena.com/vivo_iqoo_11s-12397.php,vivo iQOO 11S,164.9 x 77.1 x 8.4 mm or 8.7 mm,207 g or 210 g (7.30 oz),,Nano-SIM + Nano-SIM,,"LTPO4 AMOLED, 1B colors, 144Hz, HDR10+, 1800 nits (peak)","6.78 inches, 111.0 cm 2 (~87.3% screen-to-body ratio)","1440 x 3200 pixels, 20:9 ratio (~518 ppi density)","Android 13, OriginOS 3 (China)",Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm),Octa-core (1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510),Adreno 740,No,"256GB 12GB RAM, 256GB 16GB RAM, 512GB 16GB RAM, 1TB 16GB RAM",UFS 4.0,,"Dual-LED flash, HDR, panorama","8K@30fps, 4K@30/60fps, 1080p@30/60/120/240fps, gyro-EIS","16 MP, f/2.5, (wide)","1080p@30fps, gyro-EIS",4700 mAh,"200W wired, PD3.0, UFCS",,HDR,Corning Gorilla Glass Victus,"50 MP, f/1.9, 23mm (wide), 1/1.49"", 1.0µm, PDAF, OIS 13 MP, f/2.5, 47mm (telephoto), PDAF, 2x optical zoom 8 MP, f/2.2, 16mm (ultrawide)",,,
vivo,https://www.gsmarena.com/vivo_iqoo_neo_7_pro-12364.php,vivo iQOO Neo 7 Pro,164.8 x 76.9 x 8.5 mm or 8.9 mm,197 g or 202 g (6.95 oz),"Glass front, plastic frame, glass or leather back",Nano-SIM + Nano-SIM,,"AMOLED, 1B colors, 120Hz, HDR10+, 1300 nits (peak)","6.78 inches, 111.0 cm 2 (~87.6% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~388 ppi density)","Android 13, Funtouch 13",Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm),Octa-core (1x3.19 GHz Cortex-X2 & 3x2.75 GHz Cortex-A710 & 4x2.0 GHz Cortex-A510),Adreno 730,No,"128GB 8GB RAM, 256GB 12GB RAM",UFS 3.1,,"LED flash, HDR, panorama","4K@30fps, 1080p@30fps","16 MP, f/2.5, (wide), 1/3.1"", 1.0µm",1080p@30fps,5000 mAh,"120W wired, 50% in 8 min",,HDR,,"50 MP, f/1.9, 24mm (wide), 1/1.57"", 1.0µm, PDAF, OIS 8 MP, f/2.2, 16mm (ultrawide), 1/4.0"", 1.12µm 2 MP (macro)",,,
vivo,https://www.gsmarena.com/vivo_x90s-12376.php,vivo X90s,164.1 x 74.4 x 8.5 mm or 8.9 mm,197.5 / 201.5 / 202.2 / 203.5 g (6.98 oz),"Glass front, glass back or eco leather back",Nano-SIM + Nano-SIM,IP64 dust tight and water resistant (water splashes),"AMOLED, 1B colors, 120Hz, HDR10+, 1300 nits (peak)","6.78 inches, 111.0 cm 2 (~90.9% screen-to-body ratio)","1260 x 2800 pixels, 20:9 ratio (~453 ppi density)","Android 13, OriginOS 3",Mediatek Dimensity 9200+ (4 nm),Octa-core (1x3.35 GHz Cortex-X3 & 3x3.0 GHz Cortex-A715 & 4x2.0 GHz Cortex-A510),Immortalis-G715 MC11,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",UFS 4.0,,"Laser AF, color spectrum sensor, Zeiss optics, Zeiss T* lens coating, Pixel Shift, dual-LED dual-tone flash, HDR, panorama","4K@30/60fps, 1080p@30/60fps, gyro-EIS","32 MP, f/2.5, 24mm (wide), 1/2.8"", 0.8µm",1080p@30/60fps,4810 mAh,"120W wired, 50% in 8 min Reverse wired",,HDR,,"50 MP, f/1.8, (wide), 1/1.49"", 1.0µm, PDAF, OIS 12 MP, f/2.0, 50mm (telephoto), 1/2.93"", 1.22µm, AF, 2x optical zoom 12 MP, f/2.0, 16mm (ultrawide), 1/2.93"", 1.22µm, AF",,,
vivo,https://www.gsmarena.com/vivo_y36_(india)-12385.php,vivo Y36 (India),164.1 x 76.2 x 8.2 mm (6.46 x 3.00 x 0.32 in),202 g (7.13 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,IP54 dust protected and water resistant (water splashes),"IPS LCD, 90Hz, 650 nits (peak)","6.64 inches, 106.8 cm 2 (~85.4% screen-to-body ratio)",1080 x 2388 pixels (~395 ppi density),"Android 13, Funtouch 13",Qualcomm SM6225 Snapdragon 680 4G (6 nm),Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),Adreno 610,microSDXC (dedicated slot),128GB 8GB RAM,,"50 MP, f/1.8, (wide), PDAF Auxiliary lens",LED flash,1080p@30fps,"16 MP, f/2.0, (wide)",1080p@30fps,5000 mAh,"44W wired, 30% in 15 min Reverse wired",,,,,,,
vivo,https://www.gsmarena.com/vivo_y36_5g-12375.php,vivo Y36 5G,164.1 x 76.2 x 8.1 mm (6.46 x 3.00 x 0.32 in),190 g (6.70 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,IP54 dust protected and water resistant (water splashes),"IPS LCD, 90Hz, 650 nits (peak)","6.64 inches, 106.8 cm 2 (~85.4% screen-to-body ratio)",1080 x 2388 pixels (~395 ppi density),"Android 13, Funtouch 13",Mediatek Dimensity 6020 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,Unspecified,256GB 8GB RAM,,"50 MP, f/1.8, (wide), PDAF Auxiliary lens",LED flash,1080p@30fps,"16 MP, f/2.5, (wide)",1080p@30fps,5000 mAh,"44W wired, 30% in 15 min Reverse wired",,,,,,,
vivo,https://www.gsmarena.com/vivo_y36-12374.php,vivo Y36,164.1 x 76.2 x 8.1 mm (6.46 x 3.00 x 0.32 in),202 g (7.13 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,IP54 dust protected and water resistant (water splashes),"IPS LCD, 90Hz, 650 nits (peak)","6.64 inches, 106.8 cm 2 (~85.4% screen-to-body ratio)",1080 x 2388 pixels (~395 ppi density),"Android 13, Funtouch 13",Qualcomm SM6225 Snapdragon 680 4G (6 nm),Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),Adreno 610,microSDXC (dedicated slot),"128GB 4GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",,,LED flash,1080p@30fps,"16 MP, f/2.5, (wide)",1080p@30fps,5000 mAh,"44W wired, 30% in 15 min Reverse wired",,,,"50 MP, f/1.8, (wide), PDAF 2 MP (macro) * the macro camera availability is market/region dependent Auxiliary lens",,,
vivo,https://www.gsmarena.com/vivo_v29_lite-12323.php,vivo V29 Lite,164.3 x 74.8 x 7.9 mm (6.47 x 2.94 x 0.31 in),177 g (6.24 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,IP54 dust protected and water resistant (water splashes),"AMOLED, 120Hz, 1300 nits (peak)","6.78 inches, 111.0 cm 2 (~90.3% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~388 ppi density)","Android 13, Funtouch 13",Qualcomm SM6375 Snapdragon 695 5G (6 nm),Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver),Adreno 619,No,"128GB 8GB RAM, 256GB 12GB RAM",,,"LED flash, HDR, panorama",1080p@30fps,"16 MP, f/2.5, (wide)",1080p@30/60fps,5000 mAh,44W wired,,,,"64 MP, f/1.8, (wide), PDAF, OIS 2 MP (macro) Auxiliary lens",,,
vivo,https://www.gsmarena.com/vivo_s17_pro-12307.php,vivo S17 Pro,164.2 x 74.4 x 7.5 mm (6.46 x 2.93 x 0.30 in),188 g (6.63 oz),,Nano-SIM + Nano-SIM,,"AMOLED, 1B colors, 120Hz, HDR10+, 1300 nits (peak)","6.78 inches, 111.5 cm 2 (~91.2% screen-to-body ratio)","1260 x 2800 pixels, 20:9 ratio (~452 ppi density)","Android 13, OriginOS 3",Mediatek Dimensity 8200 (4 nm),Octa-core (1x3.1 GHz Cortex-A78 & 3x3.0 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G610 MC6,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",UFS 3.1,"50 MP, f/1.9, (wide), 1/1.56"", 1.0µm, PDAF, OIS 12 MP, f/2.0, (telephoto), PDAF, 2x optical zoom 8 MP, f/2.2, (ultrawide)","Color spectrum sensor, Ring-LED flash, panorama, HDR","4K@30fps, 1080p@30fps","50 MP, f/2.0, 22mm (wide), AF",1080p@30fps,4600 mAh,"80W wired, 70% in 30 min",,"Dual-LED flash, HDR",,,,,
vivo,https://www.gsmarena.com/vivo_s17-12308.php,vivo S17,164.2 x 74.4 x 7.5 mm (6.46 x 2.93 x 0.30 in),186 g (6.56 oz),,Nano-SIM + Nano-SIM,,"AMOLED, 1B colors, 120Hz, HDR10+, 1300 nits (peak)","6.78 inches, 111.0 cm 2 (~90.8% screen-to-body ratio)","1260 x 2800 pixels, 20:9 ratio (~453 ppi density)","Android 13, OriginOS 3",Qualcomm SM7325-AE Snapdragon 778G+ 5G (6 nm),Octa-core (1x2.5 GHz Cortex-A78 & 3x2.4 GHz Cortex-A78 & 4x1.9 GHz Cortex-A55),Adreno 642L,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",UFS 2.2 - 256GB UFS 3.1 - 512GB,"50 MP, f/1.9, (wide), 1/1.56"", 1.0µm, PDAF, OIS 8 MP, f/2.2, (ultrawide)","Color spectrum sensor, Ring-LED flash, panorama, HDR","4K@30fps, 1080p@30fps","50 MP, f/2.0, 22mm (wide), AF",1080p@30fps,4600 mAh,"80W wired, 70% in 30 min",,"Dual-LED flash, HDR",,,,,
