brand,gsmarena_url,name,Body | Dimensions,Body | Weight,Body | SIM,Body | ,Display | Type,Display | Size,Display | Resolution,Platform | OS,Platform | Chipset,Platform | CPU,Platform | GPU,Memory | Card slot,Memory | Internal,Memory | ,Main Camera | Single,Main Camera | Features,Main Camera | Video,Selfie camera | Single,Selfie camera | Video,Battery | Type,Battery | Charging,Body | Build,Display | Protection,Display | ,Main Camera | Triple,Main Camera | Dual,Selfie camera | Features,Selfie camera | Dual,Main Camera | Quad
tecno,https://www.gsmarena.com/tecno_pop_5_lte-11296.php,Tecno Pop 5 LTE,164.9 x 76.1 x 8.8 mm (6.49 x 3.00 x 0.35 in),-,Nano-SIM + Nano-SIM,,IPS LCD,"6.52 inches, 102.6 cm 2 (~81.8% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)","Android 11, HIOS 7.6",Unisoc SC9863A (28 nm),Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),IMG8322,microSDXC,32GB 2GB RAM,eMMC 5.1,,Dual-LED flash,1080p@30fps,5 MP,,5000 mAh,,,,,,8 MP Secondary unknown camera,LED flash,,
tecno,https://www.gsmarena.com/tecno_pop_5c-11212.php,Tecno Pop 5c,145.2 x 74.1 x 9.9 mm (5.72 x 2.92 x 0.39 in),150 g (5.29 oz),Nano-SIM + Nano-SIM,,TFT LCD,"5.0 inches, 68.9 cm 2 (~64.0% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)","Android 10 (Go edition), HIOS",Unisoc SC7731e,Quad-core 1.3 GHz Cortex-A7,Mali-400,microSDXC,16GB 1GB RAM,eMMC 5.1,"5 MP, AF",LED flash,Unspecified,2 MP,Unspecified,Li-Ion 2400 mAh,,"Plastic frame, plastic back",,,,,LED flash,,
tecno,https://www.gsmarena.com/tecno_camon_18i-11192.php,Tecno Camon 18i,164.5 x 76.5 x 8.9 mm (6.48 x 3.01 x 0.35 in),-,Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz","6.6 inches, 103.4 cm 2 (~82.2% screen-to-body ratio)",720 x 1640 pixels (~271 ppi density),"Android 11, HIOS 7.6",Mediatek MT6769Z Helio G85 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,Unspecified,128GB 4GB RAM,eMMC 5.1,,Quad-LED flash,1080p@30fps,"16 MP, f/2.0",1080p@30fps,5000 mAh,18W wired,,,,"48 MP, (wide), AF Auxiliary lens",,Dual-LED flash,,
tecno,https://www.gsmarena.com/tecno_spark_8p-11250.php,Tecno Spark 8P,164.5 x 76.1 x 8.9 mm (6.48 x 3.00 x 0.35 in),-,Nano-SIM + Nano-SIM,,IPS LCD,"6.6 inches, 104.9 cm 2 (~83.8% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~400 ppi density)","Android 11, HIOS 7.6",Mediatek MT6769V Helio G70 (12 nm) - Version 1 Mediatek MT6762D Helio P22 (12 nm) - Version 2,Octa-core (2x2.0 GHz Cortex-A75 & 6x1.7 GHz Cortex-A55) - Version 1 Octa-core (4x1.8 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53) - Version 2,Mali-G52 2EEMC2 - Version 1 PowerVR GE8320 - Version 2,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 256GB 4GB RAM",eMMC 5.1,,"Quad-LED flash, HDR",1080p@30fps,"8 MP, f/2.0, 26mm (wide)",1080p@30fps,5000 mAh,10W wired,"Glass front, plastic frame, plastic back",,,"50 MP, f/1.6, (wide), PDAF Auxiliary lenses",,Dual-LED flash,,
tecno,https://www.gsmarena.com/tecno_camon_18_premier-11138.php,Tecno Camon 18 Premier,163.8 x 75.9 x 8.2 mm (6.45 x 2.99 x 0.32 in),200.6 g (7.09 oz),Nano-SIM + Nano-SIM,,"AMOLED, 120Hz, 550 nits (typ)","6.7 inches, 108.4 cm 2 (~87.2% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)","Android 11, HIOS 8.0",Mediatek MT6781 Helio G96 (12 nm),Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (dedicated slot),256GB 8GB RAM,UFS,,"Quad-LED flash, panorama, HDR","4K@30fps, 1080p@30fps, gyro-EIS","32 MP, (wide)",1080p@30fps,4750 mAh,"33W wired, 64% in 30 min","Glass front, plastic frame, glass back",,,"64 MP, f/1.6, 26mm (wide), PDAF 8 MP, f/3.5, 135mm (periscope telephoto), PDAF, 5x optical zoom 12 MP, (ultrawide), gimbal OIS",,"Dual-LED flash, HDR",,
tecno,https://www.gsmarena.com/tecno_camon_18_p-11139.php,Tecno Camon 18 P,168.9 x 76.7 x 8.8 mm (6.65 x 3.02 x 0.35 in),-,Nano-SIM + Nano-SIM,,"IPS LCD, 120Hz, 550 nits (typ)","6.8 inches, 109.8 cm 2 (~84.8% screen-to-body ratio)",1080 x 2460 pixels (~395 ppi density),"Android 11, HIOS 8.0",Mediatek MT6781 Helio G96 (12 nm),Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,Unspecified,128GB 8GB RAM,,,"Quad-LED flash, panorama, HDR",Yes,"16 MP, (wide)",1080p@30fps,5000 mAh,33W wired,,,,"48 MP, f/1.8, 26mm (wide), PDAF 13 MP, 45mm (telephoto), PDAF, 1.7x optical zoom Auxiliary lens",,Dual-LED flash,,
tecno,https://www.gsmarena.com/tecno_camon_18-11140.php,Tecno Camon 18,168.9 x 76.7 x 8.8 mm (6.65 x 3.02 x 0.35 in),-,Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz, 550 nits (typ)","6.8 inches, 109.8 cm 2 (~84.8% screen-to-body ratio)",1080 x 2460 pixels (~395 ppi density),"Android 11, HIOS 8.0",Mediatek MT6769H Helio G88 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,Unspecified,"128GB 4GB RAM, 128GB 6GB RAM",,,"Dual-LED flash, panorama, HDR",1080p@30fps,"16 MP, (wide)",1080p@30fps,5000 mAh,18W wired,,,,"48 MP, f/1.8, 26mm (wide), PDAF 2 MP (macro) Auxiliary lens",,Dual-LED flash,,
tecno,https://www.gsmarena.com/tecno_spark_8-11188.php,Tecno Spark 8,164.8 x 76.1 x 9.2 mm (6.49 x 3.00 x 0.36 in),200 g (7.05 oz),Nano-SIM + Nano-SIM,,"IPS LCD, 480 nits (typ)","6.52 inches, 102.6 cm 2 (~81.8% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)","Android 11 (Go edition), HIOS 7.6",Mediatek MT6762 Helio P22 (12 nm),Octa-core 2.0 GHz Cortex-A53,PowerVR GE8320,microSDXC,"32GB 3GB RAM, 64GB 2GB RAM, 64GB 4GB RAM",eMMC 5.1,,Quad-LED flash,1080p@30fps,"8 MP, f/2.0, 26mm (wide)",1080p@30fps,5000 mAh,10W wired,"Glass front, plastic frame, plastic back",,,,"16 MP, f/1.8, 27mm (wide), AF Secondary unknown camera",Dual-LED flash,,
tecno,https://www.gsmarena.com/tecno_pop_5-11032.php,Tecno Pop 5,157.7 x 75.7 x 9.6 mm (6.21 x 2.98 x 0.38 in),-,Nano-SIM + Nano-SIM,,IPS LCD,"6.1 inches, 91.3 cm 2 (~76.5% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)","Android 10 (Go edition), HIOS",,Quad-core 1.3 GHz Cortex-A7,,microSDXC,"16GB 1GB RAM, 32GB 2GB RAM",eMMC 5.1,,LED flash,Unspecified,5 MP,Unspecified,4000 mAh,,"Plastic frame, plastic back",,,,5 MP VGA,LED flash,,
tecno,https://www.gsmarena.com/tecno_spark_go_2021-10983.php,Tecno Spark Go 2021,165.6 x 76.3 x 9.1 mm (6.52 x 3.00 x 0.36 in),193 g (6.81 oz),Nano-SIM + Nano-SIM,,"IPS LCD, 480 nits","6.52 inches, 102.6 cm 2 (~81.2% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)","Android 10 (Go edition), HiOS 6.2",,Quad-core 1.8 GHz,,microSDXC (dedicated slot),32GB 2GB RAM,eMMC 5.1,,"Dual-LED flash, panorama, HDR",1080p@30fps,"8 MP, f/2.0",,5000 mAh,,,,,,"13 MP, f/1.8, AF Auxiliary lens",LED flash,,
tecno,https://www.gsmarena.com/tecno_spark_7t-10984.php,Tecno Spark 7T,164.8 x 76.1 x 9.5 mm (6.49 x 3.00 x 0.37 in),-,Nano-SIM + Nano-SIM,,IPS LCD,"6.52 inches, 102.6 cm 2 (~81.8% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)","Android 11, HIOS 7.6",Mediatek MT6765G Helio G35 (12 nm),Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),PowerVR GE8320,microSDXC,"64GB 4GB RAM, 128GB 4GB RAM",eMMC 5.1,,Quad-LED flash,1080p@30fps,8 MP,1080p@30fps,6000 mAh,,,,,,"48 MP, AF Secondary unknown camera",Dual-LED flash,,
tecno,https://www.gsmarena.com/tecno_phantom_x-10979.php,Tecno Phantom X,163.5 x 73.8 x 8.7 mm (6.44 x 2.91 x 0.34 in),201 g (7.09 oz),Nano-SIM + Nano-SIM,,"Super AMOLED, 90Hz","6.7 inches, 110.2 cm 2 (~91.3% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~385 ppi density)","Android 11, HIOS 7.6",Mediatek MT6785V/CD Helio G95 (12 nm),Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G76 MC4,microSDXC (dedicated slot),256GB 8GB RAM,,,"Laser AF, Quad-LED flash, panorama, HDR","4K@30/60fps, 1080p@30fps",,1080p@30fps,4700 mAh,"33W wired, 70% in 30 min","Glass front, glass back (Gorilla Glass 5)",,,"50 MP, f/1.9, (wide), 1/1.3"", 1.2µm, dual pixel PDAF 13 MP, f/2.4, 50mm (telephoto), PDAF, 2x optical zoom 8 MP, f/2.3, 120˚ (ultrawide), 1/4.0"", 1.12µm, AF",,Dual-LED flash,"48 MP, f/2.2, (wide), 1/2.0"", 0.8µm 8 MP, f/2.2, 105˚ (ultrawide), 1/4.0"", 1.12µm",
tecno,https://www.gsmarena.com/tecno_pova_2-10945.php,Tecno Pova 2,173.3 x 78.8 x 9.6 mm (6.82 x 3.10 x 0.38 in),-,Nano-SIM + Nano-SIM,,"IPS LCD, 480 nits","6.9 inches, 113.1 cm 2 (~82.8% screen-to-body ratio)",1080 x 2460 pixels (~389 ppi density),"Android 11, HIOS 7.6",Mediatek MT6769Z Helio G85 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 6GB RAM",,,Quad-LED flash,"1440p@30fps, 1080p@30fps","8 MP, f/2.0",1080p@30fps,7000 mAh,18W wired,"Glass front, plastic frame, plastic back",,,,,Dual-LED flash,,"48 MP, f/1.9, (wide), PDAF 2 MP (macro) Auxiliary lenses"
tecno,https://www.gsmarena.com/tecno_camon_17_pro-10895.php,Tecno Camon 17 Pro,168.9 x 77 x 9 mm (6.65 x 3.03 x 0.35 in),201 g (7.09 oz),Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz, 500 nits (HBM)","6.8 inches, 109.8 cm 2 (~84.4% screen-to-body ratio)",1080 x 2460 pixels (~395 ppi density),"Android 11, HIOS 7.6",Mediatek MT6785V/CD Helio G95 (12 nm),Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G76 MC4,microSDXC (dedicated slot),"128GB 8GB RAM, 256GB 8GB RAM",,,"Quad-LED flash, panorama, HDR","4K@30fps, 1080p@30fps","48 MP, f/2.2, (wide), 1/2.0"", 0.8µm",1080p@30fps,5000 mAh,25W / 33W wired,,,,,,Dual-LED flash,,"64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF 8 MP, f/2.3, 119˚ (ultrawide), 1/4.0"", 1.12µm 2 MP, f/2.4, (monochrome) Auxiliary lens"
tecno,https://www.gsmarena.com/tecno_camon_17p-10896.php,Tecno Camon 17P,168.7 x 76.4 x 8.8 mm (6.64 x 3.01 x 0.35 in),-,Nano-SIM + Nano-SIM,,"IPS LCD, 500 nits (HBM)","6.8 inches, 109.8 cm 2 (~85.2% screen-to-body ratio)",1080 x 2460 pixels (~395 ppi density),"Android 11, HIOS 7.6",Mediatek MT6769Z Helio G85 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,Unspecified,128GB 6GB RAM,,,"Quad-LED flash, panorama, HDR",1080p@30fps,16 MP,1080p@30fps,5000 mAh,18W wired,,,,,,Dual-LED flash,,"64 MP, (wide), PDAF 2 MP (macro) Auxiliary lenses"
tecno,https://www.gsmarena.com/tecno_camon_17-10897.php,Tecno Camon 17,164.5 x 76.5 x 9 mm (6.48 x 3.01 x 0.35 in),-,Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz, 450 nits (HBM)","6.6 inches, 105.2 cm 2 (~83.6% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~266 ppi density)","Android 11, HIOS 7.6",Mediatek MT6769Z Helio G85 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,Unspecified,"128GB 4GB RAM, 128GB 6GB RAM",,,"Quad-LED flash, panorama, HDR",1080p@30fps,16 MP,1080p@30fps,5000 mAh,18W wired,,,,"48 MP, (wide), PDAF Auxiliary lenses",,Dual-LED flash,,
tecno,https://www.gsmarena.com/tecno_spark_7_pro-10884.php,Tecno Spark 7 Pro,164.9 x 76.2 x 8.8 mm (6.49 x 3.00 x 0.35 in),-,Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz","6.6 inches, 105.2 cm 2 (~83.7% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~266 ppi density)","Android 11, HIOS 7.5",Mediatek MT6769V/CU Helio G80 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC,"64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM",eMMC 5.1,,Quad-LED flash,1080p@30fps,8 MP,1080p@30fps,5000 mAh,,"Glass front, plastic frame, plastic back",,,"48 MP, PDAF Secondary unknown camera Third unknown camera",,Dual-LED flash,,
tecno,https://www.gsmarena.com/tecno_spark_7p-10849.php,Tecno Spark 7P,171.9 x 77.9 x 9.2 mm (6.77 x 3.07 x 0.36 in),-,Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz","6.8 inches, 109.8 cm 2 (~82.0% screen-to-body ratio)",720 x 1640 pixels (~263 ppi density),"Android 11, HIOS 7.5",Mediatek MT6769V/CB Helio G70 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.7 GHz Cortex-A55),Mali-G52 2EEMC2,microSDXC,"64GB 4GB RAM, 128GB 4GB RAM",eMMC 5.1,,Quad-LED flash,1080p@30fps,8 MP,1080p@30fps,5000 mAh,,,,,"16 MP, AF Secondary unknown camera Third unknown camera",,Dual-LED flash,,
tecno,https://www.gsmarena.com/tecno_spark_7-10845.php,Tecno Spark 7,164.8 x 76.1 x 9.5 mm (6.49 x 3.00 x 0.37 in),-,Nano-SIM + Nano-SIM,,IPS LCD,"6.5 inches, 102.0 cm 2 (~81.3% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Android 11, HIOS 7.5",Mediatek MT6762D Helio A25 (12 nm),Octa-core (4x1.8 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),PowerVR GE8320,microSDXC (dedicated slot),"32GB 2GB RAM, 64GB 3GB RAM, 64GB 4GB RAM",eMMC 5.1,,Quad-LED flash,1080p@30fps,8 MP,1080p@30fps,Market-dependent versions: · 6000 mAh (Global) · 5000 mAh (Africa only),,,,,,"16 MP, AF Secondary unknown camera",Dual-LED flash,,
tecno,https://www.gsmarena.com/tecno_camon_16_pro-10634.php,Tecno Camon 16 Pro,170.9 x 77.2 x 9.2 mm (6.73 x 3.04 x 0.36 in),207 g (7.30 oz),Nano-SIM + Nano-SIM,,IPS LCD,"6.8 inches, 109.8 cm 2 (~83.2% screen-to-body ratio)",720 x 1640 pixels (~263 ppi density),"Android 10, HIOS 7.0",Mediatek MT6769V/CB Helio G70 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.7 GHz Cortex-A55),Mali-G52 2EEMC2,Unspecified,"128GB 4GB RAM, 128GB 6GB RAM",,,"Penta-LED flash, panorama, HDR",1080p@30fps,,1080p@30fps,5000 mAh,18W wired,,Corning Gorilla Glass 3,,,,"Dual-LED flash, HDR","16 MP, f/2.0, 27mm (wide), 1/3.0"", 1.0µm 2nd unknown camera","64 MP, f/1.8, 26mm (wide), 1/2.0"", 0.7µm, PDAF 8 MP, f/2.3, 119˚ (ultrawide), 1/4.0"", 1.12µm 2 MP (macro) 4th unknown camera"
tecno,https://www.gsmarena.com/tecno_camon_16_s-10635.php,Tecno Camon 16 S,164.5 x 76.5 x 9 mm (6.48 x 3.01 x 0.35 in),-,Nano-SIM + Nano-SIM,,IPS LCD,"6.6 inches, 105.2 cm 2 (~83.6% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~266 ppi density)","Android 10, HIOS 6.2",Mediatek MT6762 Helio P22 (12 nm),Octa-core 2.0 GHz Cortex-A53,PowerVR GE8320,Unspecified,128GB 4GB RAM,,,"Quad-LED flash, panorama, HDR",1080p@30fps,8 MP,1080p@30fps,5000 mAh,,,Corning Gorilla Glass 3,,,,Dual-LED flash,,"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF 2 MP (macro) Auxiliary lenses"
tecno,https://www.gsmarena.com/tecno_spark_6_go-10636.php,Tecno Spark 6 Go,165.6 x 76.3 x 9.1 mm (6.52 x 3.00 x 0.36 in),-,Nano-SIM + Nano-SIM,,IPS LCD,"6.52 inches, 102.6 cm 2 (~81.2% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)","Android 10 (Go edition), HIOS 6.2","Mediatek MT6761D Helio A20 (12 nm) - 2GB, 3GB model Mediatek MT6762D Helio A25 (12 nm) - 4GB model",Octa-core (4x1.8 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53) Quad-core 1.8 GHz Cortex-A53,PowerVR GE8320,microSDXC,"32GB 2GB RAM, 32GB 3GB RAM, 64GB 3GB RAM, 64GB 4GB RAM",eMMC 5.1,,"Dual-LED flash, panorama, HDR",1080p@30fps,"8 MP, f/2.0",,5000 mAh,,,Corning Gorilla Glass 3,,,"13 MP, f/1.8, AF Auxiliary lens",LED flash,,
tecno,https://www.gsmarena.com/tecno_spark_go_2020-10637.php,Tecno Spark Go 2020,165.6 x 76.3 x 9.1 mm (6.52 x 3.00 x 0.36 in),-,Nano-SIM + Nano-SIM,,IPS LCD,"6.52 inches, 102.6 cm 2 (~81.2% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)","Android 10 (Go edition), HIOS 6.2",Mediatek MT6761D Helio A20 (12 nm),Quad-core 1.8 GHz Cortex-A53,PowerVR GE8320,microSDXC,32GB 2GB RAM,eMMC 5.1,,"Dual-LED flash, panorama, HDR",1080p@30fps,"8 MP, f/2.0",,5000 mAh,,,Corning Gorilla Glass 3,,,"13 MP, f/1.8, AF Auxiliary lens",LED flash,,
tecno,https://www.gsmarena.com/tecno_pova-10549.php,Tecno Pova,171.2 x 77.6 x 9.4 mm (6.74 x 3.06 x 0.37 in),-,Nano-SIM + Nano-SIM,,"IPS LCD, 480 nits (peak)","6.8 inches, 109.8 cm 2 (~82.7% screen-to-body ratio)",720 x 1640 pixels (~263 ppi density),"Android 10, HIOS 7.0",Mediatek MT6769V/CU Helio G80 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 6GB RAM",,,Quad-LED flash,"1440p@30fps, 1080p@30fps","8 MP, f/2.0",1080p@30fps,6000 mAh,18W wired,,,,,,Dual-LED flash,,"13 MP or 16 MP, f/1.9, (wide), PDAF 2 MP (macro) Auxiliary lenses"
tecno,https://www.gsmarena.com/tecno_camon_16-10503.php,Tecno Camon 16,170.9 x 77.2 x 9.2 mm (6.73 x 3.04 x 0.36 in),207 g (7.30 oz),Nano-SIM + Nano-SIM,,"IPS LCD, 480 nits (typ)","6.8 inches, 109.8 cm 2 (~83.2% screen-to-body ratio)",720 x 1640 pixels (~263 ppi density),"Android 10, HIOS 6.0",Mediatek MT6769V/CB Helio G70 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.7 GHz Cortex-A55),Mali-G52 2EEMC2,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM",,,"Penta-LED flash, panorama, HDR",1440p@30fps,"16 MP, (wide), AF",1080p@30fps,5000 mAh,,,,,,,"Dual-LED flash, HDR",,"64 MP, 26mm (wide), 1/1.73"", 0.8µm, PDAF 2 MP (macro) Auxiliary lenses"
tecno,https://www.gsmarena.com/tecno_spark_6_air-10548.php,Tecno Spark 6 Air,174.7 x 79.4 x 9.3 mm (6.88 x 3.13 x 0.37 in),-,Nano-SIM + Nano-SIM,,"IPS LCD, 480 nits (typ)","7.0 inches, 116.4 cm 2 (~83.9% screen-to-body ratio)",720 x 1640 pixels (~256 ppi density),"Android 10 (Go edition), HiOS 6.2",Mediatek MT6761 Helio A22 (12 nm),Quad-core 1.8 GHz Cortex-A53,PowerVR GE8320,microSDXC (dedicated slot),"32GB 2GB RAM, 32GB 3GB RAM, 64GB 3GB RAM",eMMC 5.1,,"Quad-LED flash, HDR",1080p@30fps,8 MP,,6000 mAh,18W wired,,,,"13 MP, f/1.8, AF Auxiliary lenses",,Dual-LED flash,,
tecno,https://www.gsmarena.com/tecno_spark_6-10471.php,Tecno Spark 6,170.8 x 77.3 x 9.2 mm (6.72 x 3.04 x 0.36 in),-,Nano-SIM + Nano-SIM,,"IPS LCD, 480 nits (typ)","6.8 inches, 109.8 cm 2 (~83.2% screen-to-body ratio)",720 x 1640 pixels (~263 ppi density),"Android 10, HIOS 7.0",Mediatek MT6769V/CB Helio G70 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.7 GHz Cortex-A55),Mali-G52 2EEMC2,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM",eMMC 5.1,,"Quad-LED flash, panorama, HDR",1440p@30fps,8 MP,1080p@30fps,5000 mAh,18W wired,,,,,,"Dual-LED flash, HDR",,"16 MP, AF 2 MP (macro) Auxiliary lenses"
tecno,https://www.gsmarena.com/tecno_camon_16_premier-10421.php,Tecno Camon 16 Premier,170.6 x 77.2 x 9.1 mm (6.72 x 3.04 x 0.36 in),210 g (7.41 oz),Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz, HDR10+, 480 nits (typ)","6.85 inches, 111.4 cm 2 (~84.6% screen-to-body ratio)",1080 x 2460 pixels (~392 ppi density),"Android 10, HIOS 6.0",Mediatek MT6785 Helio G90T (12 nm),Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G76 MC4,microSDXC (dedicated slot),128GB 8GB RAM,UFS 2.1,,"Penta-LED flash, panorama, HDR","4K@30fps, 1080p@30fps, 720p@960fps, gyro-EIS",,1080p@30fps,4500 mAh,"33W wired, 70% in 30 min (International) 18W wired (India)","Glass front, plastic frame, plastic back",,,,,"Dual-LED flash, HDR","48 MP, f/2.2, 23mm (wide), 1/2.0"", 0.8µm 8 MP, f/2.2, 105˚ (ultrawide), 1/4.0"", 1.12µm","64 MP, f/1.9, 26mm (wide), 1/1.73"", 0.8µm, PDAF 8 MP, f/2.3, 119˚ (ultrawide), 1/4.0"", 1.12µm 2 MP, f/2.4, (dedicated video camera) Auxiliary lens"
tecno,https://www.gsmarena.com/tecno_pouvoir_4_pro-10345.php,Tecno Pouvoir 4 Pro,174.9 x 79.6 x 9.2 mm (6.89 x 3.13 x 0.36 in),-,Dual SIM,,"IPS LCD, 480 nits (typ)","7.0 inches, 116.4 cm 2 (~83.6% screen-to-body ratio)",720 x 1640 pixels (~256 ppi density),"Android 10, HIOS 6.0",Mediatek MT6762 Helio P22 (12 nm),Octa-core (4x2.0 GHz & 4x1.5 GHz),PowerVR GE8320,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 6GB RAM",,,Quad-LED flash,1080p@30fps,"16 MP, f/2.0, 27mm (wide)",,6000 mAh,18W wired,"Glass front, plastic back, plastic frame",,,,,Dual-LED flash,,"16 MP, f/1.9, (wide), AF 5 MP (macro) Auxiliary lenses"
tecno,https://www.gsmarena.com/tecno_pop_4-10720.php,Tecno Pop 4,160 x 77.3 x 9.5 mm (6.30 x 3.04 x 0.37 in),-,Nano-SIM + Nano-SIM,,IPS LCD,"6.0 inches, 92.9 cm 2 (~75.1% screen-to-body ratio)","480 x 960 pixels, 18:9 ratio (~179 ppi density)","Android 10 (Go edition), HIOS",,Quad-core 1.3 GHz,,microSDXC,32GB 2GB RAM,eMMC 5.1,5 MP,Dual-LED flash,1080p@30fps,8 MP,,5000 mAh,,"Plastic frame, plastic back",,,,,LED flash,,
tecno,https://www.gsmarena.com/tecno_pouvoir_4-10344.php,Tecno Pouvoir 4,174.9 x 79.6 x 9.2 mm (6.89 x 3.13 x 0.36 in),-,Dual SIM,,"IPS LCD, 480 nits (typ)","7.0 inches, 116.4 cm 2 (~83.6% screen-to-body ratio)",720 x 1640 pixels (~256 ppi density),"Android 10, HIOS 6.0",Mediatek MT6761 Helio A22 (12 nm),Octa-core 2.0 GHz Cortex-A53,PowerVR GE8320,microSDXC (dedicated slot),32GB 3GB RAM,eMMC 5.1,,Quad-LED flash,1080p@30fps,"8 MP, f/2.0, 26mm (wide)",,6000 mAh,,"Glass front, plastic back, plastic frame",,,,,Dual-LED flash,,"13 MP, f/1.8, (wide), AF 2 MP (macro) Auxiliary lenses"
